id,name,description,cost,image,subcategory,availability,,,,,,
36,"Ликер Amarula (Амарула) 1л. южноафриканский, Дьюти Фри","Amarula Cream Liqueur – это южноафриканский напиток, который производят из плодов повсеместно распространённого в Африке дерева марулы. В плодах дерева очень высокое содержание сахара, из-за чего брожение начинается уже на ветках. Запах является очень привлекательным для слонов, которые любят лакомится спелой марулой. Слон как емблема напитка изображен на этикетке. Напиток, который стали производить в 1989 году, имеет ярко выраженную сладость, дополненную нотами ванили и карамели.

Крепость 17%
",550,/alcohol/15-liquor/amarula.jpg,15,true,,,,,,
37,"Ликер Sheridans (Шериданс) 1л. Ирландия, Дьюти Фри","Общая информация:
Появившись на прилавках магазинов в 1994 году, знаменитый ирландский ликер Sheridan´s мгновенно привлек к себе внимание. И в первую очередь не вкусовыми характеристиками, а своим внешним видом. Уникальная бутылка Шериданса состоит из двух частей, в которых находятся два разных ликера и по вкусу, и по цвету. Один нежный сливочно-ванильный ликер красивого кремового цвета, второй темный, на основе ирландского виски, с изумительным вкусом кофе и шоколада. Бутылка разработана таким образом, что в бокал ликер наливается в нужной пропорции: 1 часть сливочного, 2 части кофейного, при этом ликер ложится красивыми слоями из-за разницы в плотности и крепости. Выглядит потрясающе, но и вкус ликера на высоте.

Сладкий, густой, ванильно-сливочный ликер в паре с более крепким шоколадно-кофейным ликером создают невероятную вкусовую композицию, которая имеет массу поклонников по всему миру. Производят Sheridans в Дублине в Ирландии, на том же заводе, что и всемирно известный Baileys.

Вкус:
Сладкий, густой, сливочный, шоколадно-кофейный, с нотками орехов и приятным долгим послевкусием.

Аромат:
Сливочно-ванильный, кофейный, шоколадный.

Гастрономическая сочетаемость:
В чистом виде и со льдом, а также в составе коктейлей, кофе, десертом.

Цвет:
Кремовый, кофейный.",800,/alcohol/15-liquor/Sheridans.jpg,15,true,,,,,,
38,Настойка Becherovka (Бехеровка) 1л. Дьюти Фри,"Ликер Becherovka – травяной крепкий алкогольный напиток. На протяжении двух столетий он считается одним из самых популярных травяных ликеров во всем мире. Сначала его употребляли чисто в медицинских целях, для стимуляции желудка. Позже оценили его вкусовые и ароматные качества и напиток стали пить в качестве дижестива. Досконально рецепт ликера никто не знает, кроме производителей. Известно лишь, что в нем содержится более 20 лечебных трав. Их содержат в холщовом мешке, который погружают в емкость со спиртом. Воду для производства спирта берут из знаменитых источников Карловых Вар. Травы настаиваются две недели, после чего его напиток переливают в дубовые бочки оригинальной формы и добавляют сахар. Выдерживают ликер в течение двух-трех месяцев, после чего его разливают в бутылки. 
 
Аромат: В аромате ликера чувствуется присутствие трав. Специалисты предполагают наличие в нем гвоздики, ромашки, кориандра, полыни, лимона. 
Вкус: Приятный вкус с легкой горчинкой, обусловленной присутствием в составе напитка некоторых трав.
Послевкусие: После употребления остается нежное тонкое послевкусие, вызывающее приятные ощущения.
Цвет напитка: Прозрачный цвет с липовыми оттенками.
Употребляют напиток в чистом виде и в составе коктейлей. В лечебных целях 1-2 столовые ложки ликера добавляют в кофе или чай.",420,/alcohol/16-tincture/becherovka.jpg,16,true,,,,,,
39,Вермут Martini Bianco,"Martini – марка классического итальянского вермута, наиболее популярного во всем мире. Он был назван в честь винокуренного завода Martini&Rossi, в основании которого принимал активное участие Алессандро Мартини. Помимо знаменитого вермута, под торговой маркой Martini также представлены несколько видов игристых вин и небезызвестный напиток «Кинамартини».

Белый вермут Martini Bianco обладает светло-соломенным цветом, мягким ароматом с легкими оттенками ванили и пряностей. Благодаря своему уточненному приятному вкусу он пользуется высочайшей популярностью во всем мире. Этот вермут рекомендуют пить с добавлением льда или лимона, использовать для приготовления различных алкогольных коктейлей. Современная узнаваемая бутылка объемом 1 л делает Martini Bianco легкоузнаваемым на полках и витринах магазинов.",null,/alcohol/17-vermouth/martini.jpg,17,true,,,,,,
40,Кофе Jacobs Cronat Kraftig 200г. (Германия),"Jacobs Cronat Kraftig – это натуральный растворимый кофе. Стеклянные банки, в которых сохраняется продукт, помогают сохранить всю гамму вкусовых качеств, а также неповторимый аромат всеми любимого напитка. Сублимированный кофе Кронат имеет приятный вкус и насыщенный аромат. Кофе Якобс – это качественный растворимый кофе по доступной цене.

Благодаря удивительному сочетанию отборных зерен, а также процессу их деликатного обжаривания, кофе Cronat имеет особенный мягкий вкус. А еще, восхитительный аромат настоящего королевского напитка. Кофе производится в Австрии при использовании современных технологий. Для создания кофе используются отборные зерна, выращенные на лучших плантациях. ",205,/food/0-coffee/jacobsCronat.jpg,0,true,,,,,,
41,Кофе Cafe d'Or Gold растворимый 200г. (Польша),"Кофе растворимый Cafe d'Or Gold 200гр. Польша Cafe DOr Gold – это растворимый кофе из Польши. Этот напиток имеет глубокий вкус и яркий отчетливый аромат натуральных зерен. Продукт изготовлен по современной технологии “freeze dried” – так называемой сублимации. После завершения процесса сублимации, зерна сберегают высокое содержание кофеина и все полезные компоненты. Кроме того, вкус и аромат, приобретают большую насыщенность, глубину и яркость",110,/food/0-coffee/cafeDorGold.jpg,0,true,,,,,,
42,Кофе DeMontre Premium растворимый 200г. (Польша),"Кофе растворимый DeMontre Premium — это купаж из зерен арабики и робусты. Это значит, что напиток из этой смеси будет обладать традиционным сбалансированым вкусом и ароматом. В составе есть натуральный молотый кофе.

Этот кофе придаст вам силы в начале рабочего дня и поддержит их в середине, если это необходимо.",140,/food/0-coffee/deMontrePREMIUM.jpg,0,true,,,,,,
43,Кофе DeMontre Gold растворимый 200г. (Польша),"Кофе растворимый DeMontre Gold 200 г (Польша)Кофе растворимый DeMontre Gold (элитные зерна) - для изготовления компания использует высококачественные зерна арабики, которые собираются в ручную на одних из лучших плантациях южной Африки и Бразилии. После сбора урожая, сырье транспортируется на завод, где зерна подаются термической обработке, а также несколько других сложных технологических процессов, благодаря которым и получается растворимый кофе. MADE IN POLAND",140,/food/0-coffee/deMontreGOLD.jpg,0,true,,,,,,
44,Кофе ILLY CLASSICO молотый 250г. (Италия),"Натуральный молотый кофе Illy Classico классической обжарки тонкого помола — идеальный выбор для любителей кофе, которые предпочитают готовить напиток в эспрессо-машинах.

Уникальный бленд Illy Classico с мягким, богатым и насыщенным вкусом создается из сочетания 100% арабики, выращенной и тщательно отобранной из 9 лучших кофейных регионов мира. Результатом является настоящий итальянский кофе с безупречно мягким, сбалансированным, с легкой горчинкой вкусом, который идеально подходит для приготовления любых кофейных напитков.

Эксклюзивный процесс упаковки кофе Illy, происходящий под давлением и без доступа воздуха, позволяет сохранить все восхитительное богатство аромата и вкуса свежеобжаренных кофейных зерен. Наслаждение вкусом — чашка за чашкой!
",250,/food/0-coffee/ILLY-ClassicoClassicRoast.jpg,0,true,,,,,,
45,Кофе ILLY CLASSICO MOKKA молотый 250г. (Италия),"Moka торговой марки illy - это высококачественная смесь отборных сортов зерен 100% арабики средней обжарки, знаменитых своим непревзойденным изысканным ароматом уже более 50 лет. 

Идеальный баланс крепости и мягкости напитка достигнут благодаря сочетанию лучших сортов чистой арабики и средней, золотистой обжарке кофейных зерен. Кофе Илли Мока отличается тем, что полностью избавлен от горечи, радуя гурманов исключительно нежным, мягким вкусом. Хорошо различимы нотки карамели и молочного шоколада, изысканный бархатный аромат.

Природное содержание кофеина в зернах высококачественной арабики от 1,1 до 1,7%.",250,/food/0-coffee/ILLY-ClassicoClassicRoastTorrefactionClassique.jpg,0,true,,,,,,
46,Кофе ILLY Ethiopia (Эфиопия) зерно 250г. (Италия),"Кофе в зернах 250г Illy Monoarabica Ethiopia – один из тех уникальных видов кофе, которые до сих пор произрастают не на искусственно созданных плантациях, а в натуральной среде. Поскольку именно Эфиопия считается родиной кофе, Illy Ethiopia, по мнению кофейных гурманов, — самый что ни на есть подлинный кофе.

Для каждого из моносортов Illy подобрала собственную обжарку, которая полным образом раскрывает потенциал зерна. Ведь как ни крута, а 100% Арабика заслуживает 100% внимания!",250,/food/0-coffee/ILLY-ArabicaSelectionEfiopia.jpg,0,true,,,,,,
47,Кофе ILLY Colombia (Колумбия) зерно 250г. (Италия),"Солнечная Колумбия славится своими великолепными цветущими лесами, жизнерадостными людьми и прекрасной кофе. Это необычная страна с веселым нравом. Там величественные Кордильеры подпирают своими хребтами небосвод. На их крутых склонах находятся особенно плодотворные почвы и благоприятный климат, которые дарят миру отличные кофейные зерна. Причем сбор урожая там можно проводить два раза в год. Легендарная компания Illy использует арабику именно из этих замечательных мест для создания уникального моносорта Colombia. Illy Colombia отличается увлекательной сладковатым вкусом с приятным карамельным ароматом и едва уловимым привкусом медовых сухофруктов. Благодаря тому, что используется зерно высокого качества, оно обработано с помощью средней обжарки, которая открывает все характеристики благородного напитка. Наслаждайтесь этим премиальным кофе, высокое качество,",250,/food/0-coffee/ILLY-ArabicaSelectionColombia.jpg,0,true,,,,,,
48,Кофе Lavazza Qualita Rossa молотый 250 г (Италия),"Молотый кофе Lavazza Qualita Rossa 250 гр является одним из самых популярных товаров в мире. Он обладает крепковато-шоколадным вкусом и незабываемым ароматом благодаря молотым зернам Робусты - 30% из Африки, в тоже время он насыщенный, нежный и мягкий благодаря зернам Арабики - 70% из Бразилии. Данный кофе создает уникальнейший напиток, вкус которого притягивает буквально каждого кофемана или просто любителя молотого кофе. Данный бленд лучше всего подойдет для таких напитков как: эспрессо с молоком, капучино, латте макиато. Молотый кофе Lavazza Qualita Rossa (250 грамм) идеально подойдет для завтрака, что очень важно, ведь чаще всего кофе употребляется с утра.",90,/food/0-coffee/lavazzaCremaEGusto-SMALL.jpg,0,true,,,,,,
49,"Кофе Lavazza Oro молотый 250г, 100% Арабика (Италия)","Кофе молотый Lavazza Qualita Oro (известный в Италии как Lavazza Gold) — золотистая упаковка точно подчёркивает его статус. Несомненный эталон итальянской кофейной смеси, который на протяжении многих лет является №1 в Европе. Насыщенный изысканный аромат 100% арабики перенесёт Вас в уютные кофейни Италии. Богатый стойкий вкус с нежным, немного сладковатым послевкусием, плотной и устойчивой пенкой — не сможет оставить Вас равнодушным!",135,/food/0-coffee/lavazzaQualitaORO-SMALL.jpg,0,true,,,,,,
50,Кофе Lavazza Crema e Gusto молотый  250г. (Италия),"Кофе молотый Lavazza Crema e Gusto – это кофе с сильным характером: идеальное сочетание интенсивного аромата и насыщенного вкуса. Он состоит из высококачественной арабики и зерен робусты. Crema e Gusto имеет приятный шоколадный оттенок и идеально подойдет для тех, кто хочет насладиться интенсивным вкусом в любое время суток.",85,/food/0-coffee/lavazzaQualitaRossa-SMALL.jpg,0,true,,,,,,
51,"Кофе Lavazza Oro зерновой 1кг. 100% Арабика, (Польша)","Кофе ― один из лучших способов получить удовольствие. Lavazza Qualita Oro – абсолютный лидер качества. Его необыкновенно богатый вкус заставит восхищаться любого ценителя кофе. Секрет особенного вкуса таится в зернах: Арабика из Центральной Америки придает кофе фруктовый привкус, а бразильская Арабика добавляет легкие нотки меда и солода. Такой насыщенный вкус и интенсивный аромат не может оставить равнодушным. А в сочетании с золотистой пенкой, Lavazza Qualita Oro становится вне конкуренции.",225,/food/0-coffee/lavazzaQualitaORO.jpg,0,true,,,,,,
52,"Кофе Lavazza Oro зерновой 1кг. 100% Арабика, (Италия)","Кофе в зернах Lavazza Qualita Oro (известный в Италии как Lavazza Gold) — золотистая упаковка точно подчёркивает его статус. Несомненный эталон итальянской кофейной смеси, который на протяжении многих лет является №1 в Европе. Насыщенный изысканный аромат 100% арабики перенесёт Вас в уютные кофейни Италии. Богатый стойкий вкус с нежным, немного сладковатым послевкусием, плотной и устойчивой пенкой — не сможет оставить Вас равнодушным!",470,/food/0-coffee/lavazzaQualitaORO.jpg,0,true,,,,,,
53,Кофе Lavazza Qualita Rossa зерновой 1кг. (Италия),"Зерновой кофе Lavazza Qualita Rossa - это изысканное сочетание отборных сортов арабики из Южной и Центральной Америки 40%, а также Африканской и Азиатской робусты 60% средней обжарки. Кофе имеет восхитительный насыщенный аромат и вкус с легкой горчинкой, а также кремовую пенку. Африканская робуста придает напитку насыщенность и шоколадный аромат, а высокогорная арабика – мягкость. Этим выдающимся кофе наслаждаются во всем мире, а в Италии с него начинают день.",400,/food/0-coffee/lavazzaQualitaRossa.jpg,0,true,,,,,,
54,Кофе Lavazza Qualita Rossa зерновой 1кг. (Польша),Кофе Lavazza Qualita Rossa в зернах обладает бархатистой структурой и насыщенным вкусом с шоколадными оттенками. Для ценителей крепкого превосходного кофе данная смесь  является идеальным вариантом. Для создания смеси использованы кофейные зерна 40 % бразильской арабики и 60 % африканской робусты.,225,/food/0-coffee/lavazzaQualitaRossa.jpg,0,true,,,,,,
55,"Кофе Lavazza Super Crema, 1кг (Польща)","Кофе Lavazza Espresso Super Crema, 1 кг - великолепный бленд из отборных зерен Арабики 80% и Робусты 20%.

Обладает изысканным вкусом с нежными шоколадными нотками, легкой горчинкой, плотной пенкой и ярко-выраженной вкусом, характерному итальянскому эспрессо.

Lavazza Super Crema имеет густую консистенцию, изысканным бархатным сладковатым вкусом, и приятным долгим послевкусием.

Сладость кофе Lavazza Super Crema позволяет употреблять его без добавления сахара. Лавацца Супер Крема идеально подходит для использования в приготовлении напитков с добавлением молока, таких как капучино и латте.",225,/food/0-coffee/lavazzaSuperCrema.jpg,0,true,,,,,,
56,Кофе IDEE Kaffee Crema зерновое 1кг. (Германия),"Самый вкусный и ароматный кофе получается из свежесмолотых зерен. Из зерен Idee Caffe Crema получается идеальный кофе. Он обжаривается медленно, при низкой температуре до средней степени обжарки. Благодаря этому кофейные зерна из Южной Америки и Восточной Африки, которые входят в состав Idee Caffe Crema, приобретают мягкий и нежный вкус. А в конечном результате Вы получаете великолепный напиток с пряными нотками и густой пенкой. Этот кофе одурманит Вас своей мягкостью и изысканностью вкуса.",340,/food/0-coffee/IDEE-KAFFEE.jpg,0,true,,,,,,
57,Кофе Movenpick Der Himmlische Arabica молотый 500г. 100% Арабика (Германия),"Сочетает мягкий вкус какао и изысканный кофейный аромат; купаж 100% Арабики, выращенной в регионах возделывания лучших сортов винограда Центральной и Южной Америки, Африки и Индии.  
Кофе со средней степенью обжарки, произведен в Германии компанией Darboven; расфасован в упаковку из многослойной фольги.  
Рекомендуется для приготовления в кофе-машине, турке, чашке.",130,/food/0-coffee/movenpickDerHimmlischeArabica.jpg,0,true,,,,,,
58,Кофе Movenpick crema молотый 500г. 100% Арабика (Германия) ,"Абсолютное качество, безупречный вкус и фантастический аромат - главные преимущества смеси MOVENPICK Cafe Crema. В её составе только лучшие зерна арабики (100%), которые безусловно и есть основным секретом высшего качества напитка. Великолепный вкус с приятными шоколадными оттенками отлично гармонирует с нежной пенкой, которая волшебно укутывает каждую чашечку кофе, приготовленную с MOVENPICK Cafe Crema. Желаете испытать удовольствие? Ничего проще быть не может! Один глоток - и Ваш день удастся на все 100%",145,/food/0-coffee/movenpickCaffeCrema.jpg,0,true,,,,,,
59,Кофе Movenpick Der Himmlische зерновой 500г. 100% Арабика (Германия),"MOVENPICK Der Himmlische (в переводе — Божественный) состоит из отборных зерен 100% арабики с лучших кофейных плантаций мира. Гармоничный, ароматный бленд тщательной средней обжарки очаровывает нежным, но насыщенным ароматом. Для приготовления идеального кофе рекомендуется средний помол и время заваривания от 18 до 22 секунд.",150,/food/0-coffee/movenpickDerHimmlischeZerno.jpg,0,true,,,,,,
60,Кофе Dallmayr Prodomo зерновой 500г. 100% Арабика (Германия),"Немецкий кофе в зернах Dallmayr Prodomo, упаковка - пакет с клапаном, фасовка - 500 грамм.

Dallmayr Prodomo в полной мере содержит освежающий кофеин, при этом кофейные зерна подвергаются особенной обработке, в следствии которой из них удаляется много раздражающих элементов и горечь. А специфическая технология обжарки дает возможность сберечь отличный аромат несравненный вкус. В общем, это самое запоминающееся удовольствие для всех знатоков ""бессмертного эликсира"". Удовольствие в каждой чашке - абсолютно самобытный и уникальный вкус кофе Dallmayr Prodomo. Загадка данного напитка состоит в используемом сырье, которое представлено исключительно высокогорными видами кофе из наилучших плантаций планеты. Характеризующее значение в создании ароматических достоинств Dallmayr Prodomo исполняют эфиопские сорта кофе. Эксперты кофейного дела, которые представляют фирму Dallmayr, в течение многих лет систематически в момент сбора урожая отправляются в южные провинции Сидамо и Харрар, чтобы на месте выбрать лучшее сырье для дальнейшей обработки. На эфиопском высокогорье сбор спелых красных плодов кофейного дерева сыздавна осуществляется ручным способом. При этом используются как дикорастущие деревья, так и маленькие деревенские посадки. Потом плоды «моются» особенным методом. Впрочем уникальный вкус Dallmayr Prodomo появляется только после скрупулезного купажа единственного в своем роде эфиопского кофе с другими отборными сортами из Азии, Африки, Центральной и Южной Америки.",175,/food/0-coffee/DallmayrProdomo.jpg,0,true,,,,,,
61,Сухие сливки Coffeeta CLASSIC 200гр. (Польша),"Сухие сливки Classic Coffeetaпредставляют собой мелкий порошок, изготовленный методом высушивания молочных сливок на сушильной распылительной установке. Они сделают ваш кофе или чая мягче и обогатят его молочной пенкой и нежным молочным вкусом. Особенно сухие сливки удобны в офисе или в дороге, где хранить натуральное молоко или сливки нет возможности.

Продукт донельзя прост в применении: в чашку кофе или чая достаточно добавить 2 ложечки сливок и размешать.

Удобная упаковка с застежкой превосходно сохраняет вкусовые качества и аромат содержимого, а также защищает его от попадания влаги.",30,/food/0-coffee/coffeetaClassic.jpg,0,true,,,,,,
62,"Чай Remsey Ананас/Груша (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/1-tea/remseyAnanasGruszka.jpg,1,true,,,,,,
63,"Чай Remsey Малина/Клубника (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/1-tea/remseyMalinaTruskawka.jpg,1,true,,,,,,
64,"Чай Remsey Лесные ягоды (20шт), (Польша)","Чай пакетированный  представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",40,/food/1-tea/remseyOwoceLesne.jpg,1,true,,,,,,
65,"Чай Remsey Black Tea Classic (75шт), (Польша)","Класический черный чай, премиум класса. 75 пакетиков с ярлычками, отличного по своим вкусовым качествам и настоящего насыщенного ароматом чая, упакованы в стильной с завлекающим оформлением коробке. Любители сочитания класических сортов чая извесных производителей, оценят отменный вкус и аромат чая Remsey Black Tea. Чай из Европы который хочется оставить для себя, с удовольствием угостить друзей, подарить презентом. 150 грамм отборнейшего чая, выращеного на плантациях Кении и Малави, составляет 100 % смесей чайных листьев, без добавок. Начните день с REMSEY Black Tea klasyczna, бросте 1 пакетик чая в чашку 200 мг с горячей водой, подождите 5 минут, и наслаждайтесь.",55,/food/1-tea/remseyCZARNAyellow.jpg,1,true,,,,,,
66,"Чай Remsey Earl Grey strong (75шт), (Польша)","Чай Ramsey черный крепкий с бергамотом, 75 пакетиков с ярлычками, отличного по своим вкусовым качествам и настоящего насыщенного ароматом чая, упакованы в стильной с завлекающим оформлением коробке. Ароматный, слегка пряный чай с бергамотом отличается особенным, изысканным и нежным вкусом, помогает снимать усталость, избавиться от стресса и от последствий напряжения. 131,25 грамма отборнейшего чая, выращеного на плантациях Кении и Шри Ланки, составляет 100 % смесей чайных листьев",55,/food/1-tea/remseyEarlGreyblue.jpg,1,true,,,,,,
67,"Чай Remsey Earl Grey с лимоном (75шт), (Польша)","Remsey Earl Grey с лимоном — это черный чай с насыщенным вкусом и ароматом. Терпкий вкус бергамота прекрасно сочетается с душистым ароматом лимона. Такой чай будет не только вкусен, но еще и полезен для вашего здоровья. Бергамот помогает организму справится с вирусами, расслабляет гладкую мускулатуру и поддерживает сердечно-сосудистую систему.

Лимон оказывает освежающее действие, повышает защитные силы организма. Чай Remsey стимулируют в организме выработку гормонов счастья – эндорфинов. Таким образом, этот замечательный и полезный напиток повышает тонус, улучшает настроение, дарит заряд бодрости и сил. Аромат горячего напитка глубокий и насыщенный.",55,/food/1-tea/remseyEarlGreyGreen.jpg,1,true,,,,,,
68,"Чай Remsey Intensitea Лесные ягоды (20шт), (Польша)","Чай пакетированный с лесной ягодой, представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. В своем составе напиток не содержит чайных листьев и воздействует на организм мягко и тонизирующее, повышает иммунитет и приносит человеку истинное наслаждение.",20,/food/1-tea/remseyOwocowLesnych.jpg,1,true,,,,,,
69,"Чай Remsey Intensitea Сладкая малина (20шт), (Польша)","Чай фруктовый Intensitea с малиной, представляет собой сбор ягод, листьев, фруктов, цветов с добавлением натуральных ароматных масел. Купаж тщательно подбирается по тонким ноткам вкусового и цветового сочетания, взаимодействия компонентов и полезным свойствам. Поддерживает работу иммунитета и увеличивает его сопротивление различным инфекциям в зимнее время. Он имеет освежающий вкус и хорошо утоляет жажду. ",20,/food/1-tea/remseySlodkiejMaliny.jpg,1,true,,,,,,
70,"Чай Remsey Intensitea Мульти-фрукты (20шт), (Польша)","Intensitea Wieloowocowy - это фруктово-ягодный чай с различными вкусами. Он имеет в составе большое количество витаминов и полезных веществ. Чай обладает высокими антиоксидантными свойствами и способствует пищеварению и метаболизма. Напоминаем, что этот горячий напиток не содержит чайных листьев. Поддерживает работу почек и увеличивает их сопротивление различным инфекциям. Чай Intensitea имеет освежающий вкус и хорошо утоляет жажду. ",20,/food/1-tea/remseyWieloowocowym.jpg,1,true,,,,,,
71,"Чай Milton Earl Grey Classic (80шт), (Польша)","Milton Earl Grey Classic — это черный мелколистовой чай с бергамотом. Эта чайный напиток обогащен маслом и цедрой бергамота. Чай с бергамотом имеет неповторимый аромат и долгое послевкусие. Яркий аромат делает его неповторимым среди множества других видов ароматизированного чая.

Важно подчеркнуть, что бергамот придает этому чай большие целебными свойства. Поэтому чай Milton необычайно полезен в холодный период, когда нашему организму не достает витаминов и солнечного тепла. Кроме того, бергамот способствует выработке «гормонов счастья» — эндорфинов.",35,/food/1-tea/miltonClassic.jpg,1,true,,,,,,
72,"Чай Milton Earl Grey Strong (80шт), (Польша)","Milton Earl Grey Strong — это черный мелколистовой чай в пакетах. Чай Milton обладает приятным вкусном и цветом, он не очень крепкий, но ароматный. Аромат бергамота довольно сильный, возможно даже чересчур. Впрочем, такой сильный запах многим нравится. Продукт производится для собственной торговой марки польских маркетов Biedronka. 

Коробка довольно большая, там находится 80 пакетиков круглой формы. В каждом пакетике 1,5 грамма чайного листа. Очень приличный чай для своего ценового сегмента. К тому же, его хватит очень на долгое время. Чай популярен в Польше, благодаря свой низкой цене и достаточно приемлемому качеству.",35,/food/1-tea/miltonStrong.jpg,1,true,,,,,,
73,"Шоколад Cachet черный 70%, какао 300г. (Бельгия)","Натуральный черный шоколад по достоинству оценят настоящие гурманы.
Презентабельная упаковка весом 300 гр может служить достойным подарком любимому и близкому человеку.
Интенсивный аромат и вкус какао-бобов в экстра черном шоколаде Cachet дают ему универсальные возможности использования.
Лакомство можно применять в качестве начинки пирога или пудинга, ведь вкус совершенного великолепного черного шоколада будет хорош как в твердой плитке, так и в топленом виде в кулинарном шедевре!

В состав шоколада входит: масло-какао, сахар, како-порошок, эмульгатор: соевый лецитин, черный шоколад: содержание какао-бобов минимум 70%.
Продукт может содержать остатки орехов, молока и яиц.",115,/food/2-chocolate/CASHET-Dark.jpg,2,true,,,,,,
74,"Шоколад Cachet черный 54%, какао с миндалем 300г. (Бельгия)","Cachet Dark Almond – это потрясающий шоколад, который завоюет сердце каждого. Компания Cachet успешно занимается изготовлением шоколадной продукции на протяжении длительного времени, поэтому в замечательном качестве изготовляемой продукции, можно не сомневаться.

Особое внимание к себе заслуживает нежный вкус и богатый аромат шоколада. Для достижения нужных вкусовых и ароматных качеств, специалисты используют исключительно высококачественные и натуральные ингредиенты, что делает их продукцию намного вкуснее и полезней. Стоит отметить о наличии важных витаминов и минералов, которые содержаться в шоколаде, всего несколько кусочков шоколада, смогут наполнить Ваш организм полезными веществами!",115,/food/2-chocolate/CASHET-Cacao.jpg,2,true,,,,,,
