id,name,description,cost,image,subcategory,availability,,,,,,
80,Шоколад Schogetten Stracciatella 100г. (Германия),"Schogetten Stracciatella, 100 г - это белый и черный шоколад с добавлением измельченных зерен какао-бобов.
Шоколад Schogetten изготавливается, начиная с 1857 года.
Вкус шоколада Schogetten Stracciatella невероятно насыщенный, напоминает классическое итальянское мороженое.
Измельченные кусочками кофейные зерна приятно хрустят и придают шоколадному десерту немного горчинки.
В Schogetten Stracciatella входит: белого шоколада (71%) крупинки какао-бобов (4%), горького шоколада (25%).",30,/food/2-chocolate/SchogottenStracciatella.jpg,2,true,,,,,,
81,Шоколад Schogetten Caramel 100г. (Германия),"Schogetten Caramel Brownie, 100 г - великолепный молочный альпийский шоколад с нежной карамельной начинкой и кусочками хрустящего какао.

Производство шоколада Шогеттен берет начало в 1857 года.
В процессе изготовления шоколада Schogetten используются только натуральные компоненты высокого качества.
Все этапы производства проходят строгий немецкий контроль.

В коробке с шоколадом Schogetten упаковано 18 сладких квадратиков, сложенных в целую плитку шоколада, что позволяет поделить вкусным лакомством с друзьми и получить незабываемые ощущения от нежнейшего вкуса.

Молочный шоколад с кремовой начинкой (31%) с кусочками какао (1,1%) и вкраплениями карамели (1,1%).

В составе: какао-масло, сахар, пальмовое масло, сливки (от молока), молоко-порошок, тертое какао тертое, сладкий сывороточный порошок (от молока), карамель (1,1%): сахар, какао-масло, пальмовое масло, глюкоза сироп, весь молочный порошок, масло, миндаль, лактоза, соль, натуральный ароматизатор, экстракт ванили бурбон, эмульгаторы (соевый лецитин, лецитин подсолнечника), кокосовый жир, пшеничная мука, молочный жир (от молока), эмульгатор (соевый лецитин), натуральный ароматизатор, ванильный экстракт, крахмал пшеницы, морская соль, разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония).

Молочный шоколад содержит - какао в сухом остатке: 30% минимум.
Может содержать следы арахиса, других орехов и яйца.
",30,/food/2-chocolate/SchogottenCaramel.jpg,2,true,,,,,,
82,Шоколад Schogetten Oat Cookies 100г. (Германия),"Шоколад Schogetten Oat Cookies - изысканный молочный шоколад, который имеет начинку из овсяного печенья. Плитка отличается нежным вкусом альпийского молока и легким оттенком орехов. Шоколад удобно разделен на 18 квадратиков, а благодаря удобной упаковке его можно брать с собой на работу, учебу или прогулку. Элегантный, натуральный вкус Schogetten Oat Cookies станет настоящим открытием не только для маленьких сладкоежек, но и для их родителей. Благодаря высокой калорийности этот шоколад отлично утолит чувство голода, а также станет прекрасным дополнением к чаепитию.

Шоколад Schogetten Oat Cookies состоит из высококачественных натуральных ингредиентов, в состав которых входит какао-масло, какао-порошок, како-масса, сухое молоко, овсянка, мука пшеничная, жир пальмовый, яйца, эмульгатор: лецитин, Е500, ванильный экстракт, соль.

Производителем этого прекрасного, уникального шоколада является торговая марка Schogetten, которая была основана в начале шестидесятых годов прошлого века. Созан бренд крупной компании Trumpf, которая начала свое развитие в 1857 году. На сегодняшнем этапе своего развития Schogetten и Trumpf принадлежит концерну Ludwig Schokolade Gmbh & Co KG, который производит огромный ассортимент кондитерских изделий. Линейка продукции Schogetten представлена более чем пятнадцатью видами шоколада с различными вкусами и начинками.",30,/food/2-chocolate/SchogottenOatCookies.jpg,2,true,,,,,,
83,Шоколад Schogetten Latte Macchiato 100г. (Германия),"Шоколад Schogetten Latte Macchiato 100 г – На тот случай если под рукой не оказалось чашки кофе, вам пригодится эта шоколадки. Schogetten Латте, с молочным альпийским шоколадом и двойной начинкой: с кофейной (24%) и сливочной (12%). Официальный заменитель кофе для тех, кто в дороге или офисе.",30,/food/2-chocolate/SchogottenLatteMacchiato.jpg,2,true,,,,,,
84,Шоколад Schogetten Praline Noisettes 100г. (Германия),Шоколад Schogetten Praliné Noisettes Nougat 100 г – Молочный шоколад с удивительным сочетание орехового пралине и нуги от немецкого производителя Schogetten способно скрасить ваш завтрак за чашечкой капучино или даже эспрессо.,30,/food/2-chocolate/SchogottenPralineNoisettes.jpg,2,true,,,,,,
85,"Шоколад Schogetten Black & White, 100г. (Германия)","Черно-белый шоколад Schogetten 100 г является настоящей новинкой в ассортименте продукции немецкой компании, занимающейся производством и разработкой рецептуры шоколада Schogetten. Прежде всего, этот вид шоколада предполагает соединение нежного ванильного крема c кусочками печенья Oreo, которое успело полюбиться многим ценителям вкусностей. Такое неожиданное сочетание стало настоящий открытием для тех, кто занимается организацией детских праздников и уютных домашних вечеринок.",30,/food/2-chocolate/SchogottenBlack&White.jpg,2,true,,,,,,
86,Шоколад Studentska Малина Молочный 180г.,"Шоколад Studentska Pecet Malina (Студентська Печать Малина) 180g. ― шоколадка з вмістом желе малини, вже давно стала предметом хорошого тону і бажаним частуванням. Це і не дивно, адже Студентська шоколадка з'явилася на ринку вже більше 40 років тому.",null,/food/2-chocolate/studentska-malin.jpg,2,true,,,,,,
87,Шоколад Studentska Груша Молочный  180г.,"Studentska  груша – это удивительно вкусный молочный шоколад с слегка кисленькими кусочками груши , поджаренным до золотистого цвета арахисом.",null,/food/2-chocolate/studentska-pear.jpg,2,true,,,,,,
88,Шоколад Studentska Вишня Молочный  180г.,"Studentska  вишня – это удивительно вкусный молочный шоколад с слегка кисленькими кусочками сушеной вишни, поджаренным до золотистого цвета арахисом и засахаренным вишнёвым  желе. ",null,/food/2-chocolate/studentska-visna.jpg,2,true,,,,,,
89,Шоколад Studentska Кокос Молочный  180г.,"Studentska кокос– это удивительно вкусный молочный шоколад с кусочками ароматного кокоса поджаренным до золотистого цвета арахисом и кокосовым желе. Попробуйте, он великолепен как снаружи, так и внутри.",null,/food/2-chocolate/studentska-kokos.jpg,2,true,,,,,,
90,Шоколад Studentska Черный с изюмом и арахисом   180г.,Натуральные компоненты и ароматизаторы. Состав: темный шоколад – 64%(какао продуктов – 39%); арахис- 12%; желе -12%; изюм – 12%. Производится в Чехии.,null,/food/2-chocolate/studentska-horka.jpg,2,true,,,,,,
91,Шоколад Dolciando Cioccolato Extra Fondente 500г.,"Dolciando Cioccolato Extra Fondente  - Экстра черный шоколад, один из самых лучших шоколадов Италии. Известен он стал из за своего количества какао. Количество какао в нем не менее 49%. Горький шоколад должен присутствовать в организме каждого человека, для того чтоб не было сердечнососудистых проблем. Горький шоколад содержит в себе антибактериальные качества.",null,/food/2-chocolate/dolciandoCioccolato.jpg,2,true,,,,,,
92,"Шоколадная паста NUSS Milk, какао-ореховая, 400г. (Германия)","Nuss Milk Kakaowo-Orzechowy Krem — какао-ореховая шоколадная паста. Паста из шоколадного крема со вкусом молочного шоколада и орехов фундука. Продукт не имеет в составе красителей и консервантов. Очень вкусный десерт из Польши с насыщенным орехово-шоколадным вкусом.

Этот десерт помимо превосходных вкусовых качеств, обладает еще и полезными свойствами. Ведь в составе крема содержится множество антиоксидантов, позволяющих нашему организму сохранить тонус и свежесть. Кроме того, какао улучшает настроение, и заряжает позитивом на целый день.

Паста Nuss Milk превосходно подойдет для семейного завтрака. Нанесите ее на хлеб, булочку, печенье, тосты или блинчики, и вместе с чашечкой чая, сделает обычный завтрак настоящим пиршеством. Продукт упакован в компактную стеклянную банку со специальной крышечкой. Крышка плотно закрывает даже уже вскрытую банку.",50,/food/2-chocolate/NUSSCreamGreen.jpg,2,true,,,,,,
93,"Шоколадная паста NUSS Milk, молочно-ореховая, 400г. (Германия)","Nuss Milk Krem — это шоколадная крем-паста со вкусом ореха, польского производства. NussMilk​ имеет в составе много полезных витаминов и минералов, делая Ваш завтрак не только вкусным, но и очень полезным. В производстве шоколадной пасты Nuss Milk, используются только качественные и натуральные ингредиенты. Это свидетельствует о высоком качестве данной продукции.

Смесь получается с очень мягкой и нежной текстуру, поэтому легко намазывается на все хлебобулочные и кондитерские изделия. Самый лучший вариант употребления пасты, вместе с хлебом или булочкой, кроме того, пасту можно наносить на блинчики, печенье или тосты. Бренд Nuss Milk принадлежит к самой популярной в Польше сети продуктовых маркетов «Biedronka».",50,/food/2-chocolate/NUSSCreamBrown.jpg,2,true,,,,,,
94,"Шоколадная паста Chocofini, с шоколадно-ореховым вкусом, 400г. (Польша)","Шоколадная паста с ореховым вкусом отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятное сочетание шоколадного и орехового вкуса точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/2-chocolate/ChocofiniGreen.jpg,2,true,,,,,,
95,"Шоколадная паста Chocofini, со вкусом шоколада, 400г. (Польша)","Шоколадная паста отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятный шоколадный вкус точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/2-chocolate/ChocofiniBrown.jpg,2,true,,,,,,
96,Кокосовая паста Erikol Coconut Paste 400г. (Германия),"Кокосовая паста Эрикол — 100 %-но натуральный продукт, приготовленный без добавления искусственных химических или генномодифицированных компонентов.

Полезные свойства кокосовой пасты:

оказывает антиоксидантное действие;
улучшает процессы пищеварения;
регулирует уровень сахара в крови;
способствует укреплению иммунитета.
Кокосовая паста Эрикол может применятся как заменитель молока, если растопить ее на водяной бане и развести очищенной водой в пропорции 1:1.

Может использоваться в кондитерских изделиях вместо сливочного крема или для приготовления конфет и мороженного. Также станет вкусной и полезной добавкой к кашам или быстрым завтракам",115,/food/2-chocolate/CoconutPaste.jpg,2,true,,,,,,
97,"Макароны Combino Snabbmakaroner, Рожки 500г. (Италия)","Макароны Combino Snabbmaccarona рожки 500 г Snabb makaroner — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов. Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами. Паста Фузилли из твердых сортов пшеницы быстро и легко готовится в течение 10 минут. Страна производитель: Италия Время приготовления: 8 минут",35,/food/3-pasta/CombinoSnabbmakaroner.jpg,3,true,,,,,,
98,"Макароны Combino Fusilli, Спиральки 500г. (Италия)","Фузи́лли (итал. fusilli — маленькие спиральки) — классические итальянские макаронные изделия в виде спирали из твердых сортов пшеницы. Название происходит от слова «fuso», с итальянского «веретено», с помощью которого пряли шерсть. Фузилли имеют широкое распространение прежде всего в северных районах Италии. Фузилли представляют три скрепленные вместе и закрученные по спирали лопасти шириной 0,65-1 см и длиной до 7 см, которые иногда ошибочно путают с пастой ротини. Для разнообразия фузилли окрашивают в различные цвета, например зелёный (экстрат шпината) или красный (экстрат свеклы) Благодаря своей форме они идеально удерживают на поверхности любой соус. Фузилли лучше всего подходят к соусам на основе мяса или сыра рикотта, но так же хороши в сочетании с овощными соусами, приготовленными на основе томатного соуса с баклажанами, сладким перцем, оливками и каперсами. Также фузилли прекрасно раскрывают свою индивидуальность в свежести салатов. Один из самых простых рецептов: смешать отваренные фузилли с томатной пастой и добавить специи по вкусу.",35,/food/3-pasta/CombinoFUSILLI.jpg,3,true,,,,,,
99,"Макароны Cоmbino Penne Rigate, Перо 500г. (Италия)","Пенне Ригате — один из самых любимых форматов пасты всего итальянского полуострова, для которого почти в каждом регионе своё название. Например, в Умбрии их называют «споле» (от ит. spole — челноки), а на юге — «малтальяти» (от ит. maltagliati — плохо нарезанные).

Пенне, как правило, готовятся до состояния «аль денте», а затем подаются с соусами. Пенне также часто добавляют в салаты и запеканки. «Al dente» (аль денте) — означает степень приготовления пасты, в переводе с итальянского языка (итал. Al dente) означает «на зубок». В состоянии Al dente макаронные изделия ещё достаточно твердые и не успели развариться. Для того, что бы добиться Al dente, следует придерживаться определенного времени приготовления. Обычно пасту варят указанное на упаковке время, но, чтобы она получилась Al dente, нужно варить на минуту меньше.

Не все макаронные изделия можно приготовить таким способом. Дело в том, что настоящую пасту изготовляют в Италии только из твердых сортов пшеницы, в которых содержится больше белка и клейковины, а значит и мука получается более плотной. Если паста приготовлена не из такой муки, то в процессе варки продукт разбухает и становится слишком мягким и липким. Так что для аль денте подходит паста только из твердых сортов пшеницы. Помимо пасты, Al dente может означать ещё и степень готовности риса в ризотто, и даже овощей.

Пенне Ригате отлично сочетаются с самыми разнообразными соусами, начиная от традиционных томатных или мясных, до более изобретательных и оригинальных, основанных на сочетании овощей и сыров. Они также прекрасно подходят для создания различных запеканок и с легкостью станут главным блюдом праздничного обеда. Изящная форма Пенне Ригате будет идеальна и для густых насыщенных блюд, как, например, в классическом рецепте пасты «Боскайола».
",35,/food/3-pasta/CombinoPenneRigate.jpg,3,true,,,,,,
100,"Спагеттi Combino Spaghetti, 1кг. (Италия)","Combino Spaghetti — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов.

Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами.

Несмотря на малую толщину, при приготовлении они не слипаются и не развариваются. Варятся всего 4 минуты, что относит их к скоро варящимся продуктам быстрого приготовления.",55,/food/3-pasta/CombinoSpaghetti.jpg,3,true,,,,,,
101,Икра красная горбуши Zarendom premium gold 500г,"Икра горбуши премиум класса. Отборное сырье. Бережная переработка сохраняет целым каждое зернышко. Для самых взыскательных клиентов.

Не содержит уротропин, глицерин, подсолнечное масло. Изготавливается по европейским технологиям.

Гарантией качества могут выступать немецкие стандарты!",null,/food/4-seafood/caviarGORBUSHA.jpg,4,true,,,,,,
102,Икра 250г.,Описание отсутствует,null,/food/4-seafood/caviar025.jpg,4,true,,,,,,
103,Икра 500г.,Описание отсутствует,null,/food/4-seafood/caviar05.jpg,4,true,,,,,,
104,Обрезь семги слабосоленая,Описание отсутствует,null,/food/4-seafood/fish_semga.jpg,4,true,,,,,,
105,"Оливковое масло Olio Extra Vergine di Oliva, 5л (Италия)","Olio extra vergine di oliva — это оливковое масло ресторанного типа. Масло можно добавлять в закуски, рагу, салаты, соусы и, конечно же, для жарки. Это итальянское масло имеет кислотность до 1%. Оливковое масло категории «Extra vergine» производится из спелых оливок способом холодного механического отжима. По технологии в нем должны отсутствовать любые консерванты и добавки. 

Натуральное и качественное масло должно иметь зеленоватый природный цвет. Масло великолепно подчеркнет и дополнит вкус всех Ваших блюд. Особенно актуально для заправки салатов, а также для готовки  и жарки рыбных и мясных блюд. Производитель — Olificio Ambruoso S. R. L.. Упаковка — пятилитровая банка. Сберегать Olio extra vergine di oliva нужно в прохладном помещении без доступа солнечных лучей.",315,/food/5-olive-oil/OlioExtraVergineDiOliva.jpg,5,true,,,,,,
106,"Оливковое масло Farchioni Olio Extra Vergine di Oliva, 5л (Италия)","Farchioni Olio Extra Vergine di Oliva —  это высококачественное оливковое масло первого холодного отжима с чистым запахом оливок и легким травяным ароматом получено из лучших сортов оливок. Имеет золотистый цвет с зеленоватым отливом, сбалансированный вкус и гармоничный аромат. Стекло, из которого сделаны бутылки оливкового масла экстра вирджин Farchioni, препятствует прохождению света и, следовательно, замедляет процесс старения масла.",315,/food/5-olive-oil/FarchioneExtraVirginOliveOil.jpg,5,true,,,,,,
107,Фисташки Alesto 500г. (Германия),"Alesto Pistacchi, 500 гр - очень вкусные и полезные орешки, обжаренные и подсоленные.

Как известно, фисташки не только вкусный, но и очент питательный продукт.
Большая польза фисташек заключается в том, что этот продукт является экологически чистым, так как технология их обработки не предусматривает никакого постороннего вмешательства.
В фисташках Alesto содержатся витамины группы В, минерала: фосфор, медь, магний, калий, марганец, а также большое количество природных антиоксидантов, в том числе витамин Е, которые способствуют омоложению организма.
Фенольные соединения, которые содержатся в фисташках, способствуют росту и регенерации клеток, помогают сохранить организм молодым и здоровым.
Входящие в состав орехов лютеин и зеаксантин укрепляют зубы, скелет и кости в целом, и улучшают зрение.

Важным элементом, который содержится в фисташках, является клетчатка, которая помогает улучшить обмен веществ и оказывает положительное влияние на пищеварительную систему.

Жареные и подсоленные фисташки Alesto можно употреблять как самостоятельне блюдо, в качестве снэка к пиву и другим напиткам, а также как компонент для добавления в салаты и другие блюда.",285,/food/7-differ/AlestoPistachios.jpg,7,true,,,,,,
108,Смесь орехов и изюма Aro Diakcsemege 200г. (Польша),"В состав ассорти из орешков и изюма входят: миндаль, арахис, кешью, бразильский орех, изюм (несколько видов). Все компоненты обладают полезными свойствами, поэтому очень полезны для Вас и для ваших детей. Aro Diakcsemege - отличный вариант для перекуса в школе, на работе и просто дома.",55,/food/7-differ/aroDiakCsemege.jpg,7,true,,,,,,
109,Приправа универсальная Rmix Przyprawa Uniwersalna,"Caneo Przyprawa Uniwersalna — универсальная приправа польского производства. Она используется для приготовления как первых, так и вторых блюд. В её состав входят: сушеная морковь, перец молотый, корень петрушки, сельдерей, соль, лук. Caneo — отличное сочетание вкуса и качества от европейского производителя.

Главным назначением приправы, является улучшение вкусовых, а также ароматических характеристик кулинарных изделий. Универсальная приправа подходит для самых разных блюд. Поспешите заказать этот продукт в нашем магазине. Ведь приправа Caneo станет отличным дополнением к Вашим фирменным блюдам. ",40,/food/7-differ/RmixPrzyprawaUniwersalna.jpg,7,true,,,,,,
110,"Сыр Lactima (cheddar, mozzarella, toast)","1. Тостерный сыр типа cheddar.
2. Тостерный сыр типа mozzarella.
3. Тостерный сыр типа toast.

Сыр плавленый тостерный в ломтиках – натуральный продукт, который производится при помощи современных технологий из старательно отобранного сырья. Предназначен для широкого круга потребителей, за исключением лиц с аллергией на молочный белок и лактозу. Каждый ломтик сыра индивидуально упакован в пленку, является большим облегчением в приготовлении бутербродов как дома, так и на открытом воздухе. Ломтики можно использовать для приготовления тостов и закусок.

Упаковка имеет особую функцию - возможность многократно открываться и закрываться, что способствует сохранению свежести продукта. Изысканный вкус, а также высокие питательные свойства, способствуют большой популярности сыра на протяжении уже многих лет как среди местных потребителей, так и за рубежом.",null,/food/7-differ/lactimaCHEESE.jpg,7,true,,,,,,
111,Попкорн Mogyi Micro Pop с маслом 100г. (Венгрия),"Попкорн  Micro Pop Mogyi — это качественный попкорн от Венгерского производителя, для приготовления котрого  нужно всего-лишь открыть верхнюю упаковку и поставить его  в бумаге в микроволновую печь на 3 мин. И попкорн готов! Теперь Вам не нужно идти в кинотеатр для просмотра любимых фильмов, с  Micro Pop Mogyi вы можете это сделать дома, со своими родными или друзями  .

Попкорн очень богат на клетчатку, углеводы и белки, витамины В1 и В2. Воздушная кукуруза способна также выводить канцерогены и очищать кишечник. Вот такой вот очень полезный продукт!

Вес: 100гр.

Страна производитель: Польша",18,/food/7-differ/microPopBUTTER.jpg,7,true,,,,,,
112,Попкорн Mogyi Micro Pop с сыром 100г. (Венгрия),"Попкорн  Micro Pop Mogyi — это качественный попкорн от Венгерского производителя, для приготовления котрого  нужно всего-лишь открыть верхнюю упаковку и поставить его  в бумаге в микроволновую печь на 3 мин. И попкорн готов! Теперь Вам не нужно идти в кинотеатр для просмотра любимых фильмов, с  Micro Pop Mogyi вы можете это сделать дома, со своими родными или друзями  .

Попкорн очень богат на клетчатку, углеводы и белки, витамины В1 и В2. Воздушная кукуруза способна также выводить канцерогены и очищать кишечник. Вот такой вот очень полезный продукт!

Вес: 100гр.

Страна производитель: Польша",18,/food/7-differ/microPopCHEESE.jpg,7,true,,,,,,
113,Попкорн Mogyi Micro Pop с солью 100г. (Венгрия),"Попкорн  Micro Pop Mogyi — это качественный попкорн от Венгерского производителя, для приготовления котрого  нужно всего-лишь открыть верхнюю упаковку и поставить его  в бумаге в микроволновую печь на 3 мин. И попкорн готов! Теперь Вам не нужно идти в кинотеатр для просмотра любимых фильмов, с  Micro Pop Mogyi вы можете это сделать дома, со своими родными или друзями  .

Попкорн очень богат на клетчатку, углеводы и белки, витамины В1 и В2. Воздушная кукуруза способна также выводить канцерогены и очищать кишечник. Вот такой вот очень полезный продукт!

Вес: 100гр.

Страна производитель: Польша",18,/food/7-differ/microPopSALTY.jpg,7,true,,,,,,
114,"Гель для стирки Passion Gold Universal универсальный, 2л. (55стирок) (Германия)","Гель для стирки Passion Gold Universal 3in1 Гель содержит специальный полимер, который образует на поверхности защитный слой, предотвращающий старение и потерю цвета. Постиранное бельё выглядят как новое. В состав геля входит жидкий ланолин который обеспечивает уход, мягкость и пышность постиранных тканей. Предназначен как для стирки в стиральных машинах так и для ручной стирки.
По мимо внешних изменений дизайна бутылки, компания увеличила объем колпачка с дозатором до 100 мл. Ну и конечно гель для стирки стал более качественней и приятней на запах.
Область применения: для стирки белого, цветного и черного белья, джинсов, синтетических и хлопчатобумажных тканей, а также шерсти, шелка и других деликатных тканей.
Содержит вещества:  энзимы – биодобавки, которые позволяют значительно улучшить качество стирки при минимальном использовании средства. Обладает антистатическим действием. Придает белью приятный запах. Препятствует образованию накипи и известкового налета в стиральных машинах. !!! Не содержит фосфатов !!!
Температурный режим стирки 40°С | 60°С | 90°С.
Дозирование: Один полный колпачок это 100 мл геля.
Обычная стирка в стиральной машине ( 2,5 кг ) – 35 мл средства, при средних загрязнениях 70 мл, в случае сильных загрязнений или жесткой воды – использовать 90 мл средства. 
Обычная стирка в стиральной машине ( 4,5 кг ) – 55 мл средства, при средних загрязнениях 90 мл, в случае сильных загрязнений или жесткой воды – использовать 110 мл средства. 
Для ручной стирки на 5 л воды - 35 мл.
Средство наливать непосредственно в бак стиральной машины или использовать специальный контейнер для геля ( не прилагается).
Для увеличения свойств жидкого порошка, нанесите немного геля на пятно или грязь перед стиркой на 10-15 минут. Затем поместить в стиральную машинку или замочить на несколько часов если стирка в ручную. Если загрязнения серьезные, не используйте быструю стирку и короткие режимы стирки в машине. Используйте длительные режимы и температуру 30-40 °С, для белого (60-90 °С). Можно использовать режим замачивания если у Вас он в программе стиральной машины есть. Обрабатывайте гелем пятно перед стиркой ( нанести на испачканное место гель на 10-15 минут и немного потереть, затем в стирку)",100,/chemistry/20-liquid-powder/passionGoldUniversal.jpg,20,true,,,,,,
115,"Гель для стирки Power Wash Universal  универсальный, 4л. (Германия)","Гель для стирки из Германии Повер Вош (Power Wash) 4л. - универсальное средство с запахом морской свежести объемом 4 литра.

Жидкий порошок Power Wash 4 л., произведенный в Германии, можно использовать для стирки как цветного, так и белого белья. Подходит для всех типов машин-автоматов и для ручной стирки. Жидкий порошок Повер Вош отлично справиться со всеми пятнами и грязью на вашей одежде, о чем говорят положительные отзывы домохазяек.

Повер вош гель стал очень популярен вследствие своей формуле, в которую входят энзимы. Энзимы - это вещества способные отстирывают пятна белкового происхождения, с которыми обычно бывают большие проблемы, потому что молекулы белка очень крепко оседают на волокнах одежды, но Power Wash gel отлично справляется и с ними. Абсолютно не вредит вашему белью, а придаёт ему нежный аромат, освежает волокна одежды, делая их мягче.

Так же гель для стирки Повер Вош не оставляет налёта и накипи на машинках-автомат. В среднем этого средства хватает на 53 стирки.",150,/chemistry/20-liquid-powder/powerWashGELUniversal.jpg,20,true,,,,,,
116,Гель для стирки Ariel Baby 2.2 л. (40 стирок) (Германия),"Ariel Baby - гель для стирки детской одежды и детского белья.

Отличное качество стирки благодаря специально разработанной мягкой формуле.

Ariel стирает детскую одежду бережно и тщательно. Прекрасно подходит для чувствительной кожи ребенка, не вызывает аллергической реакции. Кроме того, средство обладает отличной системой удаления пятен.

Также этот гель подходит для людей с чувствительной кожей, не вызывает аллергии.",270,/chemistry/20-liquid-powder/arielBaby.jpg,20,true,,,,,,
117,"Гель для стирки Ariel Gel Color, 5.77л. (105 стирок) (Германия)","Жидкий порошок Ariel превосходно удаляет пятна за одну стирку и идеально подходит для цветного белья. Хотя Ariel беспощаден к пятнам, он очень бережно обращается с одеждой. Для получения наилучших результатов поместите наполненный средством для стирки колпачок в барабан стиральной машины. Для придания дополнительной свежести и мягкости используйте его вместе с кондиционерами для белья Lenor.",175,/chemistry/20-liquid-powder/arielGelConcentratedColor.jpg,20,true,,,,,,
118,"Гель для стирки Ariel Gel Concentrated Mountain Spring, 5.77л. (105 стирок) (Германия)","Запах: Горная весенняя свежесть.

Для белый и цветных вещей.

Гель действенный уже от 20 градусов.

Подходит как для машинной, так и для ручной стирки.

Ariel Mountain Spring - это эффективная формула, которая эффективно удаляет даже самые стойкие пятна, оставляя на одежде прекрасно свежий аромат родом с альпийских вершин.

Жидкости для стирки Ariel сочетают эффективную мощность удаления пятен с преимуществами жидкости - не оставляет следов и сохраняет интенсивность цвета и блеск белого.

Никогда больше белых следов - жидкость полностью растворяется в воде, даже при низкой температуре, благодаря чему не оставляет белых следов на ткани, в отличие от порошка.


Борьба с пятном более эффективно, как во время предварительной обработки пятна средством, так и во время стирки.

Сохраняет блеск и полноту цвета - его специальная формула без отбеливателя придает блеск и помогает сохранить красоту цветов, которые не выцветают.

Ткань приятная на ощупь, чем после использования порошка - благодаря уникальной жидкой формуле, после стирки одежду мягкий и приятный на ощупь.

Ткани дольше сохраняют свежесть, чем при использовании порошка - благодаря жидким компонентам, запах Вашей одежды остается свежим гораздо дольше, после каждой стирки.",175,/chemistry/20-liquid-powder/arielMountainSpring.jpg,20,true,,,,,,
